name,x,y,z
root,2.009568,-8.314478,-9.0377
neck,-11.227202,-39.899251,6.0231
shoulder.l,1.608310,-53.602005,-0.1352
elbow.l,6.758287,-25.470960,-15.6878
wrist.l,-16.527432,-9.255407,-17.3631
shoulder.r,-23.525711,-48.414720,19.7840
elbow.r,-3.686852,-25.599863,27.0689
wrist.r,-6.135929,-14.346536,8.4907
headTop,-13.520998,-54.956744,17.4925
hip.l,3.631172,2.036181,-19.6166
knee.l,21.430800,33.652962,-41.9221
ankle.l,39.955932,38.543966,-2.7438
foot.l,46.657981,35.174505,-19.5961
hip.r,-2.223101,7.630480,-9.4765
knee.r,-25.015569,30.803656,14.1785
ankle.r,5.735712,64.162480,14.8811
foot.r,-25.924971,67.855735,27.6600
