name,x,y,z
root,-15.690186,22.871786,-4.5869
neck,5.324042,29.939018,-6.4027
shoulder.l,15.812288,19.500498,-22.3904
elbow.l,18.203327,-4.372691,-34.5003
wrist.l,38.555078,-16.440250,5.3463
shoulder.r,5.240696,43.487878,4.6758
elbow.r,18.929747,66.027974,19.4946
wrist.r,40.862843,76.601163,8.8890
headTop,25.230790,32.794431,-12.3985
hip.l,-14.956021,7.885691,-5.2066
knee.l,-8.279982,-20.707783,3.3550
ankle.l,-22.536924,-49.076624,-28.5226
foot.l,-17.589909,-57.187971,-35.0018
hip.r,-23.751786,18.868051,6.0238
knee.r,-21.572977,-24.179003,24.6409
ankle.r,-29.183545,-68.469692,36.3191
foot.r,-14.597479,-77.542475,40.2654
