name,x,y,z
root,-6.002175,-16.152335,4.1045
neck,12.109175,-30.236124,-12.0059
shoulder.l,25.683741,-44.185139,3.5948
elbow.l,23.447927,-22.459118,62.1709
wrist.l,17.414573,-8.149351,56.3086
shoulder.r,-4.100123,-42.040509,-26.0910
elbow.r,-15.144752,-17.897663,-47.5223
wrist.r,4.494416,-6.879474,-41.7314
headTop,12.802686,-57.400288,-10.4824
hip.l,7.332814,-3.935047,4.9501
knee.l,12.631246,43.375956,-2.5588
ankle.l,-23.213366,22.565569,29.5256
foot.l,-24.373046,23.442032,29.8831
hip.r,-8.851521,-5.764082,-8.2883
knee.r,-12.141568,36.261095,-34.3687
ankle.r,-17.490853,66.802591,-0.2515
foot.r,-4.599174,62.651884,-7.2373
