name,x,y,z
root,-7.052905,-22.108319,2.2762
neck,8.871998,-35.605276,-3.1133
shoulder.l,17.161181,-30.379223,13.2879
elbow.l,20.922818,-17.336171,35.5434
wrist.l,25.518543,1.437401,32.1717
shoulder.r,1.963152,-37.628055,-19.6743
elbow.r,-15.130776,-11.814651,-26.0175
wrist.r,-10.475825,6.463911,-15.8899
headTop,11.033371,-56.774217,1.4946
hip.l,-4.700087,-9.253229,5.0963
knee.l,8.357310,23.106712,-16.4537
ankle.l,-5.613923,38.312808,16.5894
foot.l,-1.661624,42.614138,19.2555
hip.r,-11.561342,-12.339184,-5.5757
knee.r,-4.471639,18.278294,-23.8964
ankle.r,-14.005685,49.295498,-2.6473
foot.r,-19.154568,53.729564,-12.4468
