name,x,y,z
root,-0.092476,-12.159699,9.9271
neck,-3.484138,-37.115677,7.6186
shoulder.l,10.008464,-46.376607,-9.2216
elbow.l,21.689887,-45.926420,-19.6882
wrist.l,42.013610,-51.282318,-21.3909
shoulder.r,-18.806976,-46.561215,16.7972
elbow.r,-19.047744,-18.896156,23.1813
wrist.r,-28.477630,-2.819272,8.0916
headTop,-2.961772,-57.655537,10.3290
hip.l,4.700388,-0.662379,-0.9974
knee.l,12.536620,43.078867,5.2788
ankle.l,20.696640,57.517132,46.8759
foot.l,25.318438,68.454153,51.4227
hip.r,-9.644984,0.758473,13.4978
knee.r,-20.185615,26.735312,-20.8572
ankle.r,-12.415152,66.866093,-54.9452
foot.r,-21.847559,56.045251,-65.9194
