name,x,y,z
root,13.357627,-15.592451,19.3416
neck,14.938697,-36.561272,7.2719
shoulder.l,30.318697,-35.139137,-10.4631
elbow.l,11.405169,-14.970745,-35.2653
wrist.l,-13.614084,-22.300719,-71.9565
shoulder.r,-0.518369,-48.958238,19.7505
elbow.r,5.349186,-18.795879,42.0233
wrist.r,0.970723,-5.475201,29.1100
headTop,-0.273270,-59.120856,-15.3069
hip.l,22.326199,2.331340,15.7003
knee.l,-11.665817,33.244431,-17.4726
ankle.l,-40.602036,66.781048,3.8390
foot.l,-30.107964,66.968297,-6.0170
hip.r,-2.307084,-8.070766,21.9521
knee.r,1.093812,29.685596,-18.8151
ankle.r,-0.186622,32.222488,8.2315
foot.r,-0.484864,33.752065,8.0763
