name,x,y,z
root,-5.494554,-5.639571,24.2237
neck,2.447564,-33.020312,20.6300
shoulder.l,19.824398,-39.293194,40.2452
elbow.l,12.032528,-22.406541,65.3823
wrist.l,6.102388,0.692465,2.5757
shoulder.r,-21.549554,-37.720882,10.3748
elbow.r,-28.500561,-19.544095,-17.5550
wrist.r,-22.918927,-4.040075,-85.0568
headTop,15.462484,-53.982376,16.3704
hip.l,7.872265,7.793204,19.3956
knee.l,34.600454,17.779015,-31.6611
ankle.l,17.747847,37.643375,19.7622
foot.l,23.055074,38.311101,13.8887
hip.r,-15.298972,-0.053355,10.0644
knee.r,-18.884588,19.126140,-40.2769
ankle.r,-19.614908,47.888120,-30.0876
foot.r,-6.882939,46.466979,-38.2757
