name,x,y,z
root,3.673858,-14.919651,-0.6596
neck,-10.316798,-37.160656,1.2156
shoulder.l,7.279781,-44.021820,-20.8699
elbow.l,2.144517,-22.656648,-39.0794
wrist.l,-11.625118,-21.957904,-44.4981
shoulder.r,10.722927,-47.790377,20.4479
elbow.r,3.192614,-25.936861,41.0652
wrist.r,-16.585515,-19.557410,43.1426
headTop,3.456563,-61.904558,0.3325
hip.l,-1.163956,-3.356346,-8.4934
knee.l,-11.066554,25.336420,-41.6681
ankle.l,10.286715,56.715813,-74.2601
foot.l,5.176114,68.184444,-79.5848
hip.r,1.930319,-3.252979,8.2356
knee.r,-9.861343,26.166970,40.4120
ankle.r,8.707906,57.039259,74.9385
foot.r,4.047968,69.072303,79.3235
