name,x,y,z
root,-8.282115,-15.744624,3.4388
neck,4.526593,-35.388610,-6.6547
shoulder.l,15.833644,-44.884884,8.8472
elbow.l,16.430375,-22.857731,34.4338
wrist.l,21.470317,-6.043971,28.1926
shoulder.r,-8.002018,-44.512219,-21.6905
elbow.r,-17.597518,-19.872315,-36.6435
wrist.r,-6.263058,-2.962643,-46.0116
headTop,8.377439,-54.039844,-8.1539
hip.l,1.597226,-4.974499,9.7481
knee.l,11.158143,31.397708,-11.3522
ankle.l,-6.719297,40.416004,30.2929
foot.l,-7.573075,43.842069,29.6043
hip.r,-13.400267,-4.788883,-4.8756
knee.r,4.141534,30.282486,-28.6647
ankle.r,-7.432686,52.376375,11.1815
foot.r,-8.265237,57.755580,8.3077
