name,x,y,z
root,7.887057,-7.689894,18.1293
neck,-3.357539,-35.176110,9.8817
shoulder.l,-3.657465,-44.560605,-14.0885
elbow.l,-19.483481,-26.272174,-39.1217
wrist.l,-29.935220,-23.171688,-53.2188
shoulder.r,5.608099,-57.714566,13.6652
elbow.r,6.842531,-18.555919,35.1521
wrist.r,-4.656903,0.587642,51.5169
headTop,-9.896564,-50.716898,-6.0642
hip.l,0.540025,4.497178,9.3676
knee.l,-7.297097,29.405408,-18.2904
ankle.l,6.047230,46.103300,-57.7293
foot.l,-2.951773,45.521038,-63.7927
hip.r,12.716617,0.652315,31.9213
knee.r,10.449464,30.875956,69.9670
ankle.r,18.193616,47.575950,-1.6606
foot.r,12.951405,58.639066,14.3653
