name,x,y,z
root,3.837378,-12.149474,32.7320
neck,2.258650,-33.968792,44.1514
shoulder.l,26.564256,-41.237153,43.2979
elbow.l,26.157434,-14.222847,8.1122
wrist.l,11.693429,-15.658433,-12.6656
shoulder.r,-17.183207,-39.450943,57.6985
elbow.r,-35.829572,-18.384664,29.7078
wrist.r,-38.955936,-24.883127,1.9655
headTop,4.223387,-54.996701,58.4492
hip.l,13.220092,-8.722840,16.1104
knee.l,22.478152,26.434451,-24.1269
ankle.l,38.613194,62.705782,-67.3265
foot.l,61.324753,38.011331,-79.5419
hip.r,-7.028904,-0.609954,24.0203
knee.r,-23.231918,32.744145,-18.4122
ankle.r,-26.476880,61.180864,-58.3369
foot.r,-61.664309,43.208355,-55.8354
