name,x,y,z
root,-4.706184,-13.168267,5.3962
neck,4.647148,-38.647150,5.7909
shoulder.l,9.032208,-45.146551,28.1917
elbow.l,-16.385517,-23.114673,45.9198
wrist.l,-18.792241,-9.669640,62.5006
shoulder.r,-0.399031,-51.481565,-5.8005
elbow.r,-3.529632,-27.564230,-24.3824
wrist.r,10.558544,-12.903155,-2.5967
headTop,15.710898,-61.556515,8.6171
hip.l,-3.569806,5.610130,9.5905
knee.l,35.452109,15.859085,-11.6543
ankle.l,37.792292,51.806343,-34.0459
foot.l,48.302889,53.130896,-41.1155
hip.r,-12.033688,-3.296497,-4.2116
knee.r,-19.265767,35.608805,-28.1186
ankle.r,-45.310523,59.774496,-0.7410
foot.r,-37.503698,64.758488,-13.3401
