name,x,y,z
root,4.081293,-8.478277,-41.1104
neck,-4.829806,-30.527361,-25.2073
shoulder.l,-27.677437,-25.074689,-24.5763
elbow.l,-21.757237,-8.919282,7.5536
wrist.l,-15.882078,-9.537521,25.3567
shoulder.r,10.815232,-44.866748,-26.5289
elbow.r,20.330219,-31.538215,1.6687
wrist.r,5.612822,-37.640997,23.3241
headTop,-14.782372,-45.777991,-30.4470
hip.l,-3.867379,4.576188,-36.9264
knee.l,-4.809623,22.487065,3.2094
ankle.l,12.493835,55.946048,32.1185
foot.l,8.902753,48.192364,46.5274
hip.r,16.662251,0.292319,-37.5022
knee.r,11.625471,17.950774,3.1304
ankle.r,3.618484,49.392534,33.0211
foot.r,-0.536427,43.523788,46.3885
