name,x,y,z
root,13.932230,-16.421692,0.2967
neck,7.818932,-43.714018,-5.7159
shoulder.l,-6.991230,-45.595178,-22.5706
elbow.l,-15.574370,-17.728655,-20.6748
wrist.l,-31.135398,-8.599115,-25.2003
shoulder.r,10.608322,-57.326615,8.6281
elbow.r,9.536538,-30.262381,27.8497
wrist.r,1.108013,-7.822494,37.2573
headTop,-9.809756,-62.119473,-9.5338
hip.l,3.910255,-3.563818,-3.5557
knee.l,2.916284,33.273163,-30.4095
ankle.l,10.040113,63.303859,-68.8728
foot.l,3.584336,62.450770,-73.7425
hip.r,9.328125,-5.653378,11.0483
knee.r,-7.550948,29.125679,33.6090
ankle.r,3.747873,58.341488,68.4114
foot.r,-5.469320,52.311858,73.1751
