name,x,y,z
root,2.606038,14.591190,-28.6537
neck,7.572602,-10.677723,-35.6476
shoulder.l,-8.498681,-28.372642,-35.1492
elbow.l,2.869883,-32.330717,-21.8862
wrist.l,26.727060,-36.924004,-14.6911
shoulder.r,17.889268,-33.941001,-42.0649
elbow.r,11.317592,-47.012109,-15.9753
wrist.r,-24.701650,-58.251859,11.4900
headTop,4.332146,-29.939711,-39.5656
hip.l,-5.299439,21.194457,-15.4473
knee.l,-30.126283,34.748183,17.9860
ankle.l,-55.790902,45.844234,58.3291
foot.l,-51.587720,35.992637,63.7383
hip.r,12.089479,25.609824,-21.8340
knee.r,46.772306,22.509914,7.8994
ankle.r,23.182393,44.056622,49.8484
foot.r,20.645907,32.902704,61.6237
