name,x,y,z
root,6.026575,-24.604983,15.3731
neck,-0.918923,-48.312086,11.2720
shoulder.l,12.771704,-58.876445,-4.0506
elbow.l,11.350333,-24.713710,-25.4377
wrist.l,-5.787526,-6.816748,-19.4212
shoulder.r,-22.174301,-48.533073,25.0132
elbow.r,-13.761682,-18.208474,40.2256
wrist.r,-14.929867,3.463801,50.4859
headTop,-10.517455,-70.622562,7.2411
hip.l,10.580055,-13.029030,3.1156
knee.l,15.643741,26.159424,-24.2466
ankle.l,19.432258,65.008020,-33.1361
foot.l,21.677616,59.415882,-41.8358
hip.r,-2.199227,-10.022574,11.4421
knee.r,-2.723285,32.071841,-8.6776
ankle.r,-10.313718,71.733911,0.0737
foot.r,-14.156296,65.886806,-7.4366
