name,x,y,z
root,0.829723,-15.433146,23.1290
neck,2.772886,-37.442561,33.5766
shoulder.l,23.582119,-40.416365,40.6673
elbow.l,20.301603,-17.975963,18.1437
wrist.l,19.934602,0.500994,8.4895
shoulder.r,-15.554888,-44.832112,41.9702
elbow.r,-16.548691,-20.926472,18.4536
wrist.r,-17.302035,-3.076113,6.6915
headTop,5.788891,-57.269215,45.0712
hip.l,9.819553,-5.677724,13.1581
knee.l,12.556341,22.135489,-21.7629
ankle.l,-0.989718,60.901846,-45.3230
foot.l,25.521379,47.317509,-56.4609
hip.r,-9.207777,-6.538055,13.7437
knee.r,-15.201188,19.480967,-23.7803
ankle.r,-12.016009,58.790110,-51.8028
foot.r,-34.286791,40.460813,-63.9646
