name,x,y,z
root,6.415379,-16.099681,0.2842
neck,-7.044749,-37.097088,-3.9261
shoulder.l,2.212057,-41.408498,-28.5002
elbow.l,8.903873,-25.117581,-57.8976
wrist.l,-11.626120,-14.641648,-55.8314
shoulder.r,-16.776933,-47.428998,18.3296
elbow.r,-20.470419,-24.390110,48.0743
wrist.r,-25.192114,-7.571693,28.9545
headTop,-16.629476,-58.894011,12.5906
hip.l,17.750634,-2.036512,-5.2884
knee.l,23.369190,41.343171,-23.4889
ankle.l,28.599267,56.715324,25.5598
foot.l,31.337341,51.228766,6.5869
hip.r,-2.559931,-2.516599,3.6797
knee.r,-15.897958,32.604775,-2.1163
ankle.r,-5.424891,45.606363,19.9864
foot.r,3.034849,49.704020,13.0028
