name,x,y,z
root,1.161357,-10.246241,16.5787
neck,2.357029,-31.831791,13.5693
shoulder.l,25.174983,-45.187988,18.2800
elbow.l,22.212613,-22.210076,-6.0990
wrist.l,16.501962,-16.338655,-28.7635
shoulder.r,-22.352457,-39.560047,4.8565
elbow.r,-18.452395,-21.603928,-21.7628
wrist.r,-20.983075,-12.569781,-42.4951
headTop,0.948068,-64.050690,6.8513
hip.l,7.847372,7.765249,17.5259
knee.l,7.323124,28.932508,-25.6615
ankle.l,-14.042188,32.662661,10.0622
foot.l,-25.404319,26.972561,1.8687
hip.r,-6.387494,3.650320,11.5672
knee.r,0.772260,40.694237,-17.9734
ankle.r,6.400275,65.384031,25.7031
foot.r,16.922886,57.537630,15.8925
