name,x,y,z
root,-5.210996,-24.285855,8.6492
neck,21.142331,-24.402856,16.9949
shoulder.l,15.560005,-25.481199,37.2366
elbow.l,-13.965263,-40.170612,22.7558
wrist.l,-26.042994,-15.356755,18.8419
shoulder.r,39.348682,-19.229276,1.6614
elbow.r,46.134506,11.907075,-10.8831
wrist.r,35.967268,45.619049,-19.0652
headTop,38.731847,-23.825760,27.3943
hip.l,-13.940401,-11.237128,11.2923
knee.l,-2.490471,31.582357,24.3629
ankle.l,-10.448532,80.951264,28.1899
foot.l,7.597788,86.569997,35.8104
hip.r,-6.038477,-17.139845,-6.0005
knee.r,-25.884847,7.077319,-42.5234
ankle.r,-48.440440,-29.244259,-68.5368
foot.r,-52.020008,-33.333514,-86.1805
