name,x,y,z
root,-8.720721,0.073264,-33.0067
neck,-4.374697,-21.544662,-29.5192
shoulder.l,-19.641290,-40.765180,-26.0496
elbow.l,-7.222784,-64.009706,-1.9856
wrist.l,-10.444112,-81.796188,4.3383
shoulder.r,8.692994,-30.315702,-46.0588
elbow.r,21.058571,-5.215031,-16.7315
wrist.r,37.043982,-9.919983,0.8658
headTop,-6.321886,-43.592693,-42.7395
hip.l,-15.336189,9.216938,-19.1452
knee.l,3.121218,38.343204,16.3881
ankle.l,-14.397839,66.376824,47.2426
foot.l,-41.309866,13.764080,91.6771
hip.r,-4.226753,18.061052,-33.1252
knee.r,6.385137,38.518020,11.5088
ankle.r,-3.190429,61.992695,58.7031
foot.r,58.884666,50.813065,17.6375
