name,x,y,z
root,-1.032293,-14.391292,27.6542
neck,-1.394513,-38.961303,20.1590
shoulder.l,17.314249,-52.206770,22.0885
elbow.l,19.182659,-20.566968,18.1483
wrist.l,22.927458,-4.723498,1.9610
shoulder.r,-20.202217,-50.439176,19.1976
elbow.r,-26.126581,-20.745692,9.3550
wrist.r,-28.337808,-3.067401,-7.1219
headTop,-1.620318,-64.710573,18.6799
hip.l,9.274587,-4.015597,20.3367
knee.l,15.103387,19.828758,-18.3263
ankle.l,24.703694,57.745232,-27.5718
foot.l,24.288696,55.479387,-40.3350
hip.r,-10.413839,-3.987262,20.0223
knee.r,-15.185373,16.616255,-21.3312
ankle.r,-13.235110,64.102326,-24.6727
foot.r,-15.246679,64.043573,-38.2437
