name,x,y,z
root,3.292229,-24.927128,-3.0623
neck,3.049488,-50.843228,-2.4375
shoulder.l,-8.936920,-56.981138,19.8229
elbow.l,-28.328003,-24.506585,7.5332
wrist.l,-25.736146,9.450947,-5.6827
shoulder.r,8.789756,-52.710694,-22.2258
elbow.r,8.053826,-27.063893,-18.2692
wrist.r,30.221992,-4.032008,-3.2726
headTop,-10.448046,-72.517074,-0.8435
hip.l,0.133607,-18.463261,13.1579
knee.l,-11.488010,20.455108,-0.7937
ankle.l,-25.022100,66.835361,-26.2323
foot.l,-19.381682,75.565378,-11.2563
hip.r,9.989835,-10.284373,-7.7545
knee.r,33.596419,35.371417,20.6973
ankle.r,17.199277,63.891627,16.4781
foot.r,15.014477,70.759543,24.1412
