name,x,y,z
root,-2.567219,-7.280506,29.5538
neck,3.471277,-36.753712,22.7958
shoulder.l,27.518569,-47.347606,30.2996
elbow.l,22.311209,-8.124595,7.5542
wrist.l,0.567711,-3.916461,-16.7992
shoulder.r,-15.101721,-56.206150,22.1790
elbow.r,-20.143016,-68.155241,-13.8803
wrist.r,-26.017213,-92.033723,-22.0831
headTop,15.878440,-63.607407,22.3348
hip.l,7.567707,8.792809,25.3624
knee.l,13.966173,35.456189,-19.8533
ankle.l,15.393312,71.863427,16.9752
foot.l,19.646491,76.095094,9.8868
hip.r,-13.656654,2.436190,18.7550
knee.r,-17.360157,28.262800,-28.0892
ankle.r,-17.686532,81.204854,-44.3097
foot.r,-13.788376,79.314037,-60.6817
