name,x,y,z
root,-0.104367,-5.358074,-27.7562
neck,-3.352519,-33.380593,-39.7429
shoulder.l,-26.119922,-41.766531,-44.2462
elbow.l,-6.658350,-24.365296,-10.3053
wrist.l,10.296109,-26.527595,7.7085
shoulder.r,17.439499,-40.981669,-49.3689
elbow.r,24.835186,-22.702666,-15.1179
wrist.r,12.450969,-21.480958,6.7374
headTop,-9.939494,-57.793547,-48.6595
hip.l,-8.918213,6.497440,-14.3003
knee.l,-24.342663,25.053700,28.0560
ankle.l,-47.659881,57.673498,44.1198
foot.l,-51.599557,45.291901,49.7422
hip.r,9.099316,5.705438,-15.4966
knee.r,16.832856,23.680240,34.8541
ankle.r,42.974947,61.836539,43.1543
foot.r,44.766083,48.618173,50.6214
