name,x,y,z
root,2.843897,-5.807326,20.8191
neck,5.483804,-34.800972,12.5592
shoulder.l,23.262993,-47.463804,15.3122
elbow.l,12.035435,-20.490249,28.1189
wrist.l,21.920161,-20.160451,-1.6285
shoulder.r,-6.529501,-52.204296,8.7700
elbow.r,-17.128160,-69.733709,-10.2308
wrist.r,-12.136780,-86.051691,-51.8576
headTop,20.418249,-59.177968,-6.9313
hip.l,11.897026,9.096412,16.5083
knee.l,7.046709,41.051921,-15.3335
ankle.l,14.221767,73.244705,13.4489
foot.l,9.247243,81.975543,0.4346
hip.r,-8.422437,6.401931,16.5420
knee.r,-15.332134,40.528094,-17.3029
ankle.r,-34.134429,69.362134,-9.3345
foot.r,-34.693842,74.229725,-19.8944
