name,x,y,z
root,1.091816,-13.695230,21.4592
neck,-0.839648,-38.728848,19.1042
shoulder.l,15.375905,-50.386378,10.1476
elbow.l,13.980503,-18.617583,3.5192
wrist.l,4.250295,-7.694241,-11.5685
shoulder.r,-16.026513,-49.800743,31.6959
elbow.r,-10.748646,-18.082602,22.5156
wrist.r,-16.922212,-28.110461,6.4117
headTop,-2.163130,-62.298657,11.6626
hip.l,9.808967,-5.480869,10.7422
knee.l,9.228796,25.929813,-21.3642
ankle.l,11.614129,60.937185,-19.4371
foot.l,12.968976,57.182318,-29.6374
hip.r,-8.977481,-1.755771,17.5154
knee.r,-9.050278,28.744636,-22.2178
ankle.r,-5.935885,60.905644,-20.5464
foot.r,-7.655593,60.951786,-30.0023
