name,x,y,z
root,19.093837,9.753470,18.6298
neck,0.555304,22.674676,19.1056
shoulder.l,-9.629840,21.981858,35.4263
elbow.l,0.478603,2.889295,52.0313
wrist.l,-11.458540,-5.601462,45.2374
shoulder.r,2.082927,30.553247,2.0668
elbow.r,4.401430,5.010798,-8.8666
wrist.r,-5.362656,-12.491796,-11.1436
headTop,-14.934303,36.232521,20.2565
hip.l,16.323270,-3.559590,19.0446
knee.l,-16.151065,-6.920141,0.6035
ankle.l,6.430167,-25.299344,-27.9397
foot.l,-0.373835,-29.203815,-32.9179
hip.r,19.991175,6.700340,6.2226
knee.r,-11.299142,-2.815874,-24.1254
ankle.r,4.540043,-26.140327,-53.2776
foot.r,-4.687376,-23.763858,-60.3534
