name,x,y,z
root,-4.522450,-13.144103,-8.8054
neck,5.668296,-38.018567,-7.3199
shoulder.l,17.453064,-44.241573,10.2238
elbow.l,0.088514,-12.658965,18.3948
wrist.l,10.481161,-17.072419,-1.7894
shoulder.r,-4.815595,-45.873043,-25.3555
elbow.r,-12.839953,-18.427384,-40.4351
wrist.r,11.285099,-16.588521,-40.8551
headTop,12.849307,-55.832688,-19.7703
hip.l,2.271556,0.045930,-1.6404
knee.l,20.060853,26.487084,32.2112
ankle.l,-8.124770,34.694105,72.0491
foot.l,-1.813913,44.135927,76.8560
hip.r,-7.670323,-1.039779,-18.4028
knee.r,-10.993362,34.005669,-44.5622
ankle.r,-16.151399,54.670041,0.3025
foot.r,-13.226087,68.858286,-1.1013
