name,x,y,z
root,-2.050312,-12.772346,33.7454
neck,0.118212,-42.761297,29.4888
shoulder.l,21.838688,-39.003431,42.7229
elbow.l,18.889523,-20.445377,14.1369
wrist.l,20.930226,-26.844100,-4.9396
shoulder.r,-23.543876,-37.443439,36.1146
elbow.r,-20.799730,-9.949760,14.2554
wrist.r,-15.394172,0.772895,-7.9251
headTop,0.186281,-66.818161,14.9059
hip.l,11.635824,-9.442211,19.4974
knee.l,14.031183,27.050265,-5.4897
ankle.l,16.004350,65.947231,-39.3006
foot.l,16.272867,42.076696,-53.6972
hip.r,-11.257516,-11.167257,16.0171
knee.r,-14.621169,33.009266,-12.4991
ankle.r,-18.416957,66.638636,-41.3863
foot.r,-13.823421,41.152390,-55.6467
