name,x,y,z
root,-6.739653,-13.805589,6.4760
neck,4.501242,-33.245885,-3.2951
shoulder.l,9.805854,-33.149776,14.7913
elbow.l,-1.036840,-19.716689,38.1058
wrist.l,3.188254,-4.586158,29.3715
shoulder.r,-0.726079,-40.436930,-18.8379
elbow.r,27.314511,-24.006866,-35.7987
wrist.r,48.567503,-25.399612,-54.4300
headTop,11.326694,-61.572944,-9.3154
hip.l,-6.098142,3.493570,8.1743
knee.l,-4.199079,31.332411,27.6019
ankle.l,-4.614406,45.452326,61.9634
foot.l,-6.743054,47.804131,82.0160
hip.r,-15.748303,-0.278784,3.0755
knee.r,-16.047734,21.727276,-28.2967
ankle.r,-20.084001,54.219062,-50.1351
foot.r,-22.666769,52.170458,-71.4670
