name,x,y,z
root,1.586671,-12.165326,21.3525
neck,-2.520949,-34.434424,17.6392
shoulder.l,10.112652,-41.574067,-1.0407
elbow.l,20.658934,-29.841251,-32.6346
wrist.l,15.169278,-20.031500,-48.5433
shoulder.r,-17.072906,-44.762784,35.1730
elbow.r,-23.389078,-20.323683,41.9881
wrist.r,-24.506845,-35.078202,27.4811
headTop,-3.088617,-53.096703,15.5422
hip.l,7.249475,-6.060231,7.8022
knee.l,-3.732229,25.143621,-25.3670
ankle.l,5.623694,59.010710,-37.1186
foot.l,-2.712482,53.516869,-45.9353
hip.r,-6.919800,0.607874,22.8884
knee.r,-1.481283,34.942518,-5.0599
ankle.r,15.410319,61.675414,6.0305
foot.r,9.613163,62.471165,-0.1976
