name,x,y,z
root,-2.162024,2.115375,12.4961
neck,-0.711985,-30.699414,21.4538
shoulder.l,17.349449,-45.771905,24.6217
elbow.l,33.286735,-18.596033,-13.1904
wrist.l,47.817530,-22.679475,-31.5287
shoulder.r,-16.514332,-48.772449,23.1678
elbow.r,-28.869935,-41.445439,-12.8531
wrist.r,-31.483634,-60.462454,-22.4814
headTop,2.782942,-48.804975,25.8651
hip.l,7.075062,12.664034,1.1616
knee.l,36.010816,30.543890,-29.0554
ankle.l,42.078865,57.527055,20.8251
foot.l,59.730517,59.226273,18.8718
hip.r,-8.428100,11.227910,-0.9617
knee.r,-26.070256,32.941597,-36.6423
ankle.r,-59.438435,56.736704,2.4063
foot.r,-72.453215,54.249304,-4.1563
