name,x,y,z
root,1.131338,-2.004565,26.5108
neck,-5.725427,-30.772119,31.8759
shoulder.l,8.603144,-42.232027,33.9483
elbow.l,27.438560,-27.526805,38.3998
wrist.l,25.159770,-12.213618,6.5137
shoulder.r,-22.039592,-30.825055,38.4196
elbow.r,-17.749112,-4.778167,61.7839
wrist.r,-17.420059,7.973397,36.4335
headTop,-10.820545,-54.899822,40.3473
hip.l,12.679529,-1.920393,13.5163
knee.l,6.366627,28.425834,-22.4859
ankle.l,-8.868408,59.916510,-71.4630
foot.l,-7.405310,14.023657,-86.7872
hip.r,-10.065171,5.928772,16.4815
knee.r,7.774703,26.019133,-23.9063
ankle.r,26.079106,48.666046,-66.2493
foot.r,-15.139152,16.219221,-73.3389
