name,x,y,z
root,1.133398,-9.055295,16.5062
neck,2.858114,-33.697225,2.8837
shoulder.l,25.364779,-43.779683,4.1966
elbow.l,32.375269,-25.878046,0.9406
wrist.l,35.192255,-13.750544,-20.0184
shoulder.r,-20.099693,-40.262835,-6.1280
elbow.r,-32.358742,-29.272369,-37.5402
wrist.r,-42.973047,-31.949101,-58.1342
headTop,3.229163,-57.152151,5.6400
hip.l,11.097382,4.594719,11.9002
knee.l,6.638256,46.019478,-19.0625
ankle.l,-23.072113,39.171755,30.6490
foot.l,-23.834556,43.498590,31.4838
hip.r,-9.708275,-0.258224,6.6409
knee.r,-2.519621,33.129896,-12.3705
ankle.r,13.654031,61.648137,28.0675
foot.r,23.023399,56.992897,14.3453
