name,x,y,z
root,0.191856,-4.054636,-13.1516
neck,3.546255,-27.452846,-59.3794
shoulder.l,-3.610572,-31.813173,-93.2035
elbow.l,-12.595793,-14.269035,-70.8670
wrist.l,-10.048153,-8.852550,-40.1705
shoulder.r,15.709217,-32.751432,-86.5873
elbow.r,13.615013,-6.950771,-62.2647
wrist.r,12.039699,-19.651779,-43.6925
headTop,1.970439,-50.486556,-80.8585
hip.l,-14.236495,5.571654,-5.9674
knee.l,-13.180418,24.643727,33.0939
ankle.l,-12.494929,56.628253,104.8417
foot.l,-33.725152,0.658031,102.6905
hip.r,10.892272,7.190096,-2.4712
knee.r,8.313527,38.431007,61.8239
ankle.r,4.331761,62.147756,126.6683
foot.r,29.281473,1.012255,129.4951
