name,x,y,z
root,0.656191,-8.319858,22.3189
neck,-2.747580,-36.516800,23.7916
shoulder.l,13.888684,-54.341026,31.8018
elbow.l,20.957677,-26.550837,10.9178
wrist.l,1.207308,-30.589841,-10.4035
shoulder.r,-22.968154,-41.617954,20.3975
elbow.r,-22.508939,-13.141060,43.2729
wrist.r,-17.425120,-12.995546,17.3539
headTop,-6.108876,-59.518755,19.7650
hip.l,14.418660,0.318183,16.1904
knee.l,13.153937,23.013759,-21.4117
ankle.l,18.582467,59.240009,-34.2507
foot.l,16.839720,49.224901,-45.9440
hip.r,-4.560178,3.369967,10.8673
knee.r,-8.024798,26.801856,-33.0778
ankle.r,-6.061140,59.752933,-29.7606
foot.r,-9.299860,61.870069,-41.8287
