name,x,y,z
root,-1.226058,-14.280396,27.1419
neck,-2.533772,-38.531034,8.8880
shoulder.l,21.385568,-52.254434,1.0423
elbow.l,25.037705,-21.032131,-23.2644
wrist.l,18.543516,-1.937900,-39.5298
shoulder.r,-26.160286,-50.539250,7.6904
elbow.r,-22.946308,-15.600333,-8.7933
wrist.r,-20.952120,4.968601,-21.9775
headTop,-2.538436,-59.321751,4.7082
hip.l,7.909973,0.724919,20.6407
knee.l,15.971866,26.754568,-21.2397
ankle.l,19.287027,56.444709,27.0229
foot.l,29.220831,57.708938,17.1400
hip.r,-9.148181,1.956561,22.1126
knee.r,-22.543995,16.615939,-27.0121
ankle.r,-10.451958,43.848946,7.6300
foot.r,-18.855370,44.474048,-2.2002
