name,x,y,z
root,2.072802,2.570669,-0.0398
neck,-3.489922,20.018358,4.2183
shoulder.l,-15.910981,29.029854,19.7231
elbow.l,-44.717496,36.732217,21.0576
wrist.l,-60.016059,55.160568,13.5772
shoulder.r,-1.640352,44.652288,-4.1115
elbow.r,-8.876773,58.352886,-19.1423
wrist.r,-29.803346,68.820793,-19.7605
headTop,-6.313857,43.261734,9.8402
hip.l,-2.930608,-10.534587,-0.8356
knee.l,-7.479556,-48.418862,-4.6408
ankle.l,32.128907,-67.344962,-14.5448
foot.l,15.637848,-67.844781,-19.9241
hip.r,4.124772,-6.057553,-11.8527
knee.r,31.592805,-38.641798,-10.0818
ankle.r,48.838858,-60.205334,25.2072
foot.r,46.782956,-59.551490,11.3105
