name,x,y,z
root,-1.590508,-7.340004,33.5515
neck,-4.447960,-38.295821,28.1968
shoulder.l,16.775754,-43.942101,35.8001
elbow.l,23.045986,-20.530571,-36.6614
wrist.l,23.588042,0.023615,-65.6369
shoulder.r,-14.979301,-43.687628,54.1604
elbow.r,-18.642643,-18.928918,81.8645
wrist.r,-17.594745,-3.870488,98.2575
headTop,-1.896100,-64.571751,19.7879
hip.l,7.869319,-6.457753,18.9007
knee.l,16.598520,32.831774,-18.4020
ankle.l,21.675673,72.163179,-51.0663
foot.l,46.280150,10.031992,-96.7961
hip.r,-8.093368,5.498295,26.8363
knee.r,-21.554963,28.559401,-13.0137
ankle.r,-4.370691,70.790042,-52.0521
foot.r,-62.663165,27.726737,-63.7273
