name,x,y,z
root,0.315962,-26.381570,-1.7956
neck,-5.690882,-51.652655,-3.9161
shoulder.l,-3.996137,-56.271709,-27.1900
elbow.l,16.166575,-28.525302,-24.2890
wrist.l,6.659597,-8.266075,-19.2195
shoulder.r,-11.559487,-58.700447,16.3742
elbow.r,4.849561,-27.699566,24.9183
wrist.r,-5.116036,-9.875767,15.4467
headTop,-16.978612,-70.123006,-7.1251
hip.l,-0.252769,-12.648863,-11.5847
knee.l,2.950161,29.669637,-21.5838
ankle.l,21.865377,75.385931,-37.2632
foot.l,11.629736,84.558340,-38.9965
hip.r,-3.425228,-14.082002,8.7494
knee.r,-9.006178,28.197010,23.2218
ankle.r,0.376504,68.710274,52.2722
foot.r,-8.788142,77.705769,51.9809
