name,x,y,z
root,25.694399,-6.533715,22.7905
neck,11.051286,-28.989285,22.8407
shoulder.l,24.064940,-33.764644,-1.0805
elbow.l,3.850319,-11.252492,-12.1841
wrist.l,-11.204963,-30.158884,-30.1745
shoulder.r,-4.184666,-35.616922,40.0042
elbow.r,-32.267905,-33.430875,51.7925
wrist.r,-18.443096,-38.982483,36.8528
headTop,8.987489,-50.594605,24.6419
hip.l,25.299492,-1.579082,7.5191
knee.l,-11.955327,0.307481,-17.2524
ankle.l,-12.154702,34.119697,-32.9189
foot.l,-19.843727,27.671194,-36.5882
hip.r,20.554246,8.620022,21.5158
knee.r,1.951434,39.986123,-16.2170
ankle.r,-0.629932,79.889648,-41.6551
foot.r,-10.769286,80.308821,-39.8868
