name,x,y,z
root,-3.938660,-11.557804,30.4415
neck,-9.838337,-39.639942,21.0635
shoulder.l,11.387022,-61.601701,23.8024
elbow.l,32.266582,-49.134792,-7.0425
wrist.l,28.290357,-49.043585,-33.1697
shoulder.r,-34.212257,-49.177581,17.3132
elbow.r,-8.333709,-28.265211,-5.8401
wrist.r,28.400184,-32.250649,-15.4045
headTop,-13.824344,-57.953829,22.5475
hip.l,11.355682,-1.968012,24.2602
knee.l,23.586605,35.686680,-13.3771
ankle.l,34.156545,79.210303,25.5561
foot.l,42.945454,76.887601,12.1308
hip.r,-12.369558,-0.096626,18.8419
knee.r,-36.354145,25.552511,-24.0128
ankle.r,-50.690751,82.946841,-38.9791
foot.r,-42.826672,80.405797,-58.1314
