name,x,y,z
root,-1.048452,-11.926323,10.3346
neck,2.478663,-35.296798,9.9965
shoulder.l,20.112816,-57.508236,18.7760
elbow.l,8.419384,-58.009499,-18.5778
wrist.l,-7.783216,-62.929310,-16.6374
shoulder.r,-16.118745,-45.218232,-9.1921
elbow.r,-33.156272,-13.671788,23.9498
wrist.r,-26.790932,-5.729358,15.3371
headTop,6.739219,-57.977647,13.9449
hip.l,12.118545,-2.007017,17.4938
knee.l,26.175224,41.342598,-10.8729
ankle.l,5.156006,74.333930,-34.7071
foot.l,16.220644,55.828621,-39.2271
hip.r,-5.102404,-8.383057,-13.6173
knee.r,-2.673739,43.713058,-1.1884
ankle.r,-9.284787,78.596949,21.9669
foot.r,4.538046,64.842111,12.2206
