name,x,y,z
root,-10.041551,-15.469175,-26.1285
neck,-2.491531,-43.858336,-22.7396
shoulder.l,-15.803473,-50.921215,-3.5830
elbow.l,-9.064486,-29.844072,24.9687
wrist.l,7.637031,-23.267713,39.2268
shoulder.r,13.702239,-45.414146,-40.4226
elbow.r,16.068019,-14.458923,-10.2196
wrist.r,17.669664,-26.945384,7.0517
headTop,6.917705,-62.185359,-29.7673
hip.l,-11.199662,0.712190,-14.1000
knee.l,-26.225564,35.921207,38.0993
ankle.l,-25.704838,60.407771,-9.7910
foot.l,-33.292374,53.220567,2.7909
hip.r,-0.032243,-1.151563,-17.2699
knee.r,14.645118,35.786630,15.4856
ankle.r,30.032003,69.900253,13.2017
foot.r,27.183943,57.567269,33.1966
