name,x,y,z
root,-16.949013,-11.293914,17.0597
neck,0.797332,-28.516244,16.1430
shoulder.l,10.133256,-28.078974,35.7536
elbow.l,19.999174,-14.210100,57.0551
wrist.l,28.584323,1.200601,57.1268
shoulder.r,-5.077517,-41.286032,6.8434
elbow.r,-13.061098,-27.408899,-16.2222
wrist.r,-6.960417,-6.916649,-12.9223
headTop,14.638410,-46.700550,18.8477
hip.l,-10.037739,-0.235208,15.1721
knee.l,10.606512,16.026503,-4.1993
ankle.l,-6.019348,52.334208,-13.9558
foot.l,10.734391,47.116867,-28.4239
hip.r,-23.588156,-6.747222,5.2910
knee.r,2.288216,9.896562,-36.4328
ankle.r,-9.628385,45.988223,-51.6241
foot.r,-6.459939,38.830827,-65.5120
