name,x,y,z
root,-0.488051,-17.881426,-7.9970
neck,2.976411,-29.474241,-27.0369
shoulder.l,19.214544,-33.844486,-12.5502
elbow.l,15.814121,-9.875519,5.7519
wrist.l,35.908352,-11.181021,6.2754
shoulder.r,-11.714439,-38.759614,-42.4003
elbow.r,-27.811621,-26.635799,-18.4382
wrist.r,-26.301839,-6.298232,-21.9667
headTop,11.355760,-49.765063,-21.1912
hip.l,9.187314,-9.328132,0.3670
knee.l,3.504515,27.322618,23.5503
ankle.l,-21.266142,27.234666,65.0734
foot.l,-19.989347,34.481864,68.2324
hip.r,-9.536133,-3.570575,-9.0191
knee.r,3.626084,21.994309,-26.5730
ankle.r,0.343419,56.989546,14.0049
foot.r,15.177053,68.591105,3.9173
