name,x,y,z
root,5.924567,-15.198944,-1.0800
neck,2.521185,-38.776982,-1.3152
shoulder.l,-3.844142,-46.008251,-21.1313
elbow.l,-1.238500,-27.608021,-47.0980
wrist.l,-16.459703,-20.471363,-34.4150
shoulder.r,3.800879,-48.252541,17.9306
elbow.r,10.837538,-30.438266,44.6508
wrist.r,-8.414072,-20.591291,36.9869
headTop,-0.636583,-63.297467,-3.1320
hip.l,5.147053,1.638970,-4.3719
knee.l,-7.069081,29.264485,-36.7983
ankle.l,-2.195865,66.739978,-57.4198
foot.l,-9.593627,66.402332,-69.4701
hip.r,7.499295,1.314993,3.6409
knee.r,0.269739,27.033441,39.7848
ankle.r,8.984730,60.232560,59.5120
foot.r,4.466586,58.016366,73.7256
