name,x,y,z
root,12.959151,-10.593244,19.3434
neck,9.835668,-32.141858,8.7523
shoulder.l,21.966943,-40.387466,-7.1615
elbow.l,24.499253,-8.657039,-19.3832
wrist.l,19.706546,-1.051627,-37.3525
shoulder.r,1.874411,-48.913234,18.6800
elbow.r,4.030470,-20.794634,29.4710
wrist.r,0.759324,-6.090717,17.6080
headTop,9.340109,-53.973575,-0.9173
hip.l,12.621357,-0.624240,9.0769
knee.l,-1.085523,23.373671,-16.7141
ankle.l,-10.133773,58.619544,8.3891
foot.l,-5.325483,57.283166,-10.3013
hip.r,-0.292821,-5.147197,19.5918
knee.r,-22.452930,5.234166,-19.9147
ankle.r,-35.174915,43.332017,-1.9744
foot.r,-43.127787,40.532270,-17.1935
