name,x,y,z
root,1.676435,-16.175007,6.0449
neck,-6.087286,-43.867090,-8.0084
shoulder.l,16.637260,-39.997030,-19.0566
elbow.l,20.919308,-27.441768,-44.6781
wrist.l,-5.970917,-28.183189,-56.8548
shoulder.r,-19.582207,-45.244665,5.1868
elbow.r,-1.262456,-26.389357,27.2928
wrist.r,-11.864705,-17.748491,0.6310
headTop,-8.250467,-66.048166,1.2892
hip.l,7.770581,-1.058797,3.1929
knee.l,13.089037,26.599820,-32.7481
ankle.l,25.822328,48.039893,12.4621
foot.l,27.752095,50.430820,-8.9705
hip.r,-11.780703,-4.171418,3.9934
knee.r,-8.697793,40.940609,25.0432
ankle.r,-19.308301,72.563998,49.8789
foot.r,-20.862208,77.749838,35.3012
