name,x,y,z
root,-16.719509,-0.420923,19.9424
neck,-4.225570,-23.389435,25.5370
shoulder.l,3.345329,-22.332051,45.0448
elbow.l,10.760826,-27.497935,20.4077
wrist.l,14.641966,-43.217641,29.6296
shoulder.r,-6.454963,-45.477456,21.9853
elbow.r,-4.019185,-57.818627,-4.4236
wrist.r,21.284170,-65.696266,-30.1472
headTop,4.243701,-33.794623,29.1803
hip.l,-9.625031,14.281136,16.6919
knee.l,0.087417,36.602030,-19.7167
ankle.l,0.014095,50.938221,-56.1395
foot.l,0.644461,50.351329,-53.5350
hip.r,-16.393732,2.459588,3.7766
knee.r,-2.580504,44.150421,-11.7463
ankle.r,1.357522,61.473673,-19.2304
foot.r,3.639007,59.388558,-17.2570
