name,x,y,z
root,-1.244877,-19.601499,18.4587
neck,-2.213342,-47.886570,16.5022
shoulder.l,16.205853,-58.690261,28.5762
elbow.l,12.729745,-30.600469,7.7958
wrist.l,2.633004,-33.823877,-12.9788
shoulder.r,-22.155441,-54.928816,6.9960
elbow.r,-15.488421,-23.818969,-8.7893
wrist.r,5.588380,-27.751781,-15.0840
headTop,-6.496755,-70.958936,13.6116
hip.l,11.620214,-8.045126,14.3837
knee.l,6.303924,30.137031,-9.9341
ankle.l,20.371831,79.737990,-5.8026
foot.l,21.041453,81.238568,-21.4326
hip.r,-10.253092,-6.577448,11.9960
knee.r,-23.187716,31.544218,-16.6773
ankle.r,-4.507576,79.857917,-7.3104
foot.r,-10.947185,80.168029,-20.3112
