name,x,y,z
root,7.878125,-19.947506,-3.8665
neck,0.050188,-44.143815,-10.3162
shoulder.l,-9.382391,-47.657849,-29.1388
elbow.l,8.114968,-17.895297,-29.9132
wrist.l,3.244523,5.526236,-38.1299
shoulder.r,-2.043307,-53.183508,9.6727
elbow.r,-0.607031,-30.806932,35.1260
wrist.r,-14.532132,-15.214748,38.3841
headTop,-6.176671,-68.405549,-8.8611
hip.l,3.664305,-3.959795,-7.3054
knee.l,-14.456725,29.322738,-33.9943
ankle.l,-10.142084,70.942269,-56.4440
foot.l,-18.864770,73.330343,-57.9503
hip.r,4.051950,-9.729293,6.9596
knee.r,9.329700,25.207469,38.1292
ankle.r,25.491131,54.057260,71.7327
foot.r,14.380222,52.557976,75.9153
