name,x,y,z
root,-3.645962,-21.991265,-4.7959
neck,-2.428197,-47.378927,-5.7704
shoulder.l,7.602449,-62.194200,14.1265
elbow.l,9.141754,-37.646049,40.7903
wrist.l,29.843354,-24.163771,49.0439
shoulder.r,-19.544345,-58.637465,-18.9037
elbow.r,-9.030571,-30.510684,-41.1260
wrist.r,10.886376,-33.068402,-38.4194
headTop,-7.509056,-74.845203,6.4471
hip.l,8.889860,-10.032499,1.2697
knee.l,4.463752,38.087453,-2.0923
ankle.l,-3.974749,82.333551,28.1065
foot.l,12.148949,82.039510,26.5304
hip.r,-5.166470,-9.153402,-15.9482
knee.r,-3.384887,37.404251,-30.4461
ankle.r,-22.749437,80.603039,-3.5331
foot.r,-5.542822,89.154065,-5.2792
