name,x,y,z
root,-5.789098,-5.232705,29.3313
neck,-9.602427,-33.138598,29.2648
shoulder.l,5.901651,-37.642196,46.0735
elbow.l,25.322274,-22.367226,24.7462
wrist.l,15.541061,-19.474324,7.4752
shoulder.r,-31.322571,-33.739703,32.8649
elbow.r,-51.366151,-22.834507,5.6837
wrist.r,-53.790787,-37.430278,-2.6742
headTop,-17.417143,-46.364461,53.6606
hip.l,7.978461,0.256261,22.9863
knee.l,16.259404,24.619416,-18.7760
ankle.l,37.961526,51.957854,-49.8114
foot.l,38.012591,41.539007,-58.2704
hip.r,-11.211930,4.526432,17.7458
knee.r,2.738065,29.612902,-18.9279
ankle.r,16.937535,58.097305,-56.6343
foot.r,13.847539,47.614820,-64.7381
