name,x,y,z
root,-1.633518,0.242905,37.0647
neck,-3.228462,-36.189330,42.4290
shoulder.l,15.493416,-36.624249,54.7383
elbow.l,17.387377,-18.783909,25.3895
wrist.l,8.050332,-16.199524,3.6036
shoulder.r,-21.192977,-28.043102,56.9808
elbow.r,-16.733291,-8.628774,22.0990
wrist.r,-6.394221,-11.949977,0.9389
headTop,-7.814592,-60.873548,30.7533
hip.l,7.347873,5.127548,24.8807
knee.l,11.879995,31.482571,-5.6191
ankle.l,16.984850,63.807751,-63.5978
foot.l,4.589810,11.398431,-86.9844
hip.r,-9.171552,4.049758,23.0018
knee.r,-9.435852,33.363749,-17.2988
ankle.r,-4.668527,61.430767,-61.4103
foot.r,-1.460662,6.388932,-86.9692
