name,x,y,z
root,7.889979,-20.573872,-26.9037
neck,-0.246206,-46.996507,-20.6671
shoulder.l,-23.851104,-54.843207,-24.0110
elbow.l,-23.765926,-22.995849,-43.2075
wrist.l,-29.359714,3.700451,-26.4019
shoulder.r,17.072594,-57.652068,-5.9272
elbow.r,32.423774,-24.712257,-16.1956
wrist.r,37.781541,-4.350191,2.0232
headTop,-10.131983,-67.426099,-1.3363
hip.l,1.670436,-3.028903,-24.7247
knee.l,-23.656321,19.441102,11.4256
ankle.l,-35.866868,72.330140,21.9401
foot.l,-44.154481,70.394966,34.7640
hip.r,15.835661,-6.603295,-18.3289
knee.r,20.214001,16.549575,27.8200
ankle.r,29.736020,64.721516,46.6733
foot.r,28.408597,62.044497,63.0579
