name,x,y,z
root,7.104105,4.397640,-33.4598
neck,-5.176543,-21.965674,-41.6147
shoulder.l,-24.977285,-25.707070,-55.1714
elbow.l,-36.950781,-6.094187,-31.9971
wrist.l,-15.841443,-15.281611,-34.6216
shoulder.r,14.824073,-30.431231,-36.2835
elbow.r,25.120600,-8.190869,3.4678
wrist.r,7.930236,-12.318817,18.9561
headTop,-12.338659,-42.041475,-47.7084
hip.l,-8.241457,13.575117,-29.1934
knee.l,-36.604038,-1.901034,8.6903
ankle.l,-10.550212,31.914336,23.2288
foot.l,-15.436935,22.942626,40.3757
hip.r,11.476210,7.246733,-15.4791
knee.r,21.500251,22.213219,29.8266
ankle.r,40.335498,40.079278,97.4994
foot.r,37.826379,21.563021,103.4844
