name,x,y,z
root,-1.720616,-2.075021,-32.6097
neck,2.248355,-32.976115,-36.6018
shoulder.l,-17.430587,-46.912662,-48.7685
elbow.l,-24.799899,-30.754060,-15.9179
wrist.l,-14.159302,-47.750945,-19.5308
shoulder.r,21.352155,-44.264937,-52.4519
elbow.r,36.535701,-29.660092,-19.7708
wrist.r,25.230737,-51.498746,-22.6161
headTop,4.219342,-57.928515,-53.7621
hip.l,-13.373640,9.993750,-22.2694
knee.l,-21.134086,33.091243,25.1160
ankle.l,-39.015361,62.738985,69.5266
foot.l,-37.226305,58.736918,85.3853
hip.r,7.677410,12.650925,-24.1389
knee.r,15.758287,36.227199,21.6174
ankle.r,28.351233,66.579664,65.3313
foot.r,27.486577,63.802409,81.4614
