name,x,y,z
root,-2.159798,-17.926395,7.9147
neck,6.652579,-35.694045,-4.2950
shoulder.l,24.366947,-42.527763,5.7783
elbow.l,15.928518,-22.438775,26.1836
wrist.l,11.833221,-6.579963,10.2537
shoulder.r,-4.329189,-48.146776,-16.4670
elbow.r,-17.765784,-26.402082,-0.1471
wrist.r,-10.571019,-7.506242,-12.1278
headTop,7.055523,-55.628766,-3.4459
hip.l,5.957686,-5.235513,10.7417
knee.l,11.220311,21.413081,-20.5407
ankle.l,9.094684,53.283068,8.3945
foot.l,14.434867,55.896139,1.8105
hip.r,-11.106845,-7.280354,2.6491
knee.r,-14.127724,25.415116,-22.3290
ankle.r,-20.041105,57.619762,7.1104
foot.r,-26.442873,61.739507,-1.4839
