name,x,y,z
root,9.675271,-18.925932,-4.5563
neck,3.444055,-39.202420,7.0835
shoulder.l,12.670262,-59.276293,-11.8488
elbow.l,0.108590,-24.422338,-33.4468
wrist.l,-16.547930,-11.012369,-63.7461
shoulder.r,-13.178473,-49.705747,29.3781
elbow.r,-11.195275,-29.985655,60.4979
wrist.r,-30.617587,-10.246837,53.7449
headTop,-11.390976,-67.464805,14.9141
hip.l,9.744668,-4.296518,-15.0140
knee.l,7.753729,31.346711,-43.0714
ankle.l,6.198117,72.254224,-78.3149
foot.l,-14.911203,58.318234,-80.0588
hip.r,9.179020,-0.470085,-3.7926
knee.r,-2.749604,28.246920,35.9109
ankle.r,28.893558,66.511635,56.5697
foot.r,12.923776,58.331274,75.7506
