name,x,y,z
root,7.344874,1.346674,-20.9820
neck,7.885855,30.862671,-21.6520
shoulder.l,15.151254,45.624433,-6.8183
elbow.l,18.332363,23.984811,4.3299
wrist.l,28.717070,0.038104,15.7310
shoulder.r,5.949967,27.944327,-43.0397
elbow.r,6.518372,-0.635543,-64.8077
wrist.r,-12.969931,4.991121,-87.5920
headTop,12.945369,47.793931,-30.4411
hip.l,0.173721,-0.108798,-7.6737
knee.l,-25.100322,5.329005,29.2293
ankle.l,-31.117220,-8.867439,67.2560
foot.l,-40.006207,-12.898753,66.3618
hip.r,2.197978,-13.046925,-20.4889
knee.r,-9.996889,-40.808490,10.7803
ankle.r,11.041225,-51.490746,56.6634
foot.r,2.932524,-60.058382,53.1437
