name,x,y,z
root,-8.143093,-9.056224,-13.0182
neck,-6.038755,-33.189063,-9.5778
shoulder.l,-10.998599,-40.146605,9.3568
elbow.l,10.123650,-30.827266,33.4063
wrist.l,27.793228,-43.007286,35.4476
shoulder.r,-8.836801,-46.927296,-28.8932
elbow.r,6.228862,-29.046806,-54.0506
wrist.r,37.232107,-39.460983,-56.0080
headTop,-11.254071,-54.458113,-9.0195
hip.l,-12.051103,2.306898,-1.4537
knee.l,-30.778182,32.951997,27.7410
ankle.l,-43.559340,69.856579,2.0469
foot.l,-51.128531,57.909183,40.3420
hip.r,-2.269643,5.837088,-16.3588
knee.r,28.860998,34.561929,-4.6373
ankle.r,25.123343,66.889729,25.0867
foot.r,49.695931,55.806240,19.5899
