name,x,y,z
root,-2.081041,-14.821736,28.8518
neck,9.282019,-47.238071,28.2659
shoulder.l,29.632786,-39.003009,37.5086
elbow.l,32.114468,-12.624363,7.7293
wrist.l,42.032632,-17.230609,-14.6064
shoulder.r,-9.124269,-61.042370,34.1928
elbow.r,-25.035820,-59.895108,3.2804
wrist.r,-28.175210,-56.099973,-19.7366
headTop,18.916587,-63.831926,29.4939
hip.l,3.290950,4.930194,33.1268
knee.l,1.085272,38.987671,-0.2061
ankle.l,-0.240305,80.610569,-35.6860
foot.l,9.943860,75.721697,-48.2633
hip.r,-18.308526,-3.986866,26.7633
knee.r,-13.337678,28.341732,-7.3685
ankle.r,-28.734468,73.362754,-45.0895
foot.r,-21.261258,73.819415,-58.2562
